"Sex_Age"	"estimate"	"species"	"iter"
"Male_Adult"	0.9629163	"White-fronted"	69
"Female_Juvenile"	0.4963644	"White-fronted"	69
"Male_Juvenile"	0.4324369	"White-fronted"	69
"Female_Chick"	0.290958022632938	"White-fronted"	69
"Male_Chick"	0.43081932486838	"White-fronted"	69
"Female_Adult"	0.9480642	"White-fronted"	70
"Male_Adult"	0.91768	"White-fronted"	70
"Female_Juvenile"	0.580971	"White-fronted"	70
"Male_Juvenile"	0.4290006	"White-fronted"	70
"Female_Chick"	0.233723737232088	"White-fronted"	70
"Male_Chick"	0.42306436995283	"White-fronted"	70
"Female_Adult"	0.9218518	"White-fronted"	71
"Male_Adult"	0.9208163	"White-fronted"	71
"Female_Juvenile"	0.5328655	"White-fronted"	71
"Male_Juvenile"	0.32424	"White-fronted"	71
"Female_Chick"	0.417430623837318	"White-fronted"	71
"Male_Chick"	0.413862358959489	"White-fronted"	71
"Female_Adult"	0.934652	"White-fronted"	72
"Male_Adult"	0.9590644	"White-fronted"	72
"Female_Juvenile"	0.6301455	"White-fronted"	72
"Male_Juvenile"	0.3737409	"White-fronted"	72
"Female_Chick"	0.378393007876412	"White-fronted"	72
"Male_Chick"	0.36921139147666	"White-fronted"	72
"Female_Adult"	0.9700861	"White-fronted"	73
"Male_Adult"	0.9299116	"White-fronted"	73
"Female_Juvenile"	0.5200117	"White-fronted"	73
"Male_Juvenile"	0.4209332	"White-fronted"	73
"Female_Chick"	1	"White-fronted"	73
"Male_Chick"	1	"White-fronted"	73
"Female_Adult"	0.9248886	"White-fronted"	74
"Male_Adult"	0.9428974	"White-fronted"	74
"Female_Juvenile"	0.4660382	"White-fronted"	74
"Male_Juvenile"	0.3781343	"White-fronted"	74
"Female_Chick"	0.163496625840338	"White-fronted"	74
"Male_Chick"	0.52269398843463	"White-fronted"	74
"Female_Adult"	0.9139035	"White-fronted"	75
"Male_Adult"	0.9725899	"White-fronted"	75
"Female_Juvenile"	0.4314225	"White-fronted"	75
"Male_Juvenile"	0.4550139	"White-fronted"	75
"Female_Chick"	0.53152167320172	"White-fronted"	75
"Male_Chick"	0.391692335213593	"White-fronted"	75
"Female_Adult"	0.9215487	"White-fronted"	76
"Male_Adult"	0.9391188	"White-fronted"	76
"Female_Juvenile"	0.4943266	"White-fronted"	76
"Male_Juvenile"	0.3550052	"White-fronted"	76
"Female_Chick"	0.348615708582441	"White-fronted"	76
"Male_Chick"	0.437758675725637	"White-fronted"	76
"Female_Adult"	0.9318848	"White-fronted"	77
"Male_Adult"	0.9377401	"White-fronted"	77
"Female_Juvenile"	0.5097567	"White-fronted"	77
"Male_Juvenile"	0.355079	"White-fronted"	77
"Female_Chick"	0.292051618976165	"White-fronted"	77
"Male_Chick"	0.618634328980901	"White-fronted"	77
"Female_Adult"	0.897146	"White-fronted"	78
"Male_Adult"	0.9540985	"White-fronted"	78
"Female_Juvenile"	0.5373872	"White-fronted"	78
"Male_Juvenile"	0.2909874	"White-fronted"	78
"Female_Chick"	0.37395740113306	"White-fronted"	78
