"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	1045.34576557377	60.856044088622	5.4652226771864e-14	289.12681	"White-fronted"	6
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	1051.66946557377	67.1797440886219	2.31437566459831e-15	295.45047	"White-fronted"	6
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	1052.49860605565	68.0088845704979	1.52893240740365e-15	298.33238	"White-fronted"	6
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	1055.89646557377	71.406744088622	0	299.67745	"White-fronted"	6
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	1062.10740605565	77.6176845704979	0	307.94121	"White-fronted"	6
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	1062.41655490196	77.9268334168123	0	310.29643	"White-fronted"	6
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	1067.40336557377	82.913644088622	0	311.1844	"White-fronted"	6
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	1069.73320605565	85.2434845704979	0	315.56698	"White-fronted"	6
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	1073.84915490196	89.3594334168124	0	321.72898	"White-fronted"	6
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	1083.41015490196	98.9204334168123	0	331.29	"White-fronted"	6
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	1085.66777928222	101.17805779707	0	335.58697	"White-fronted"	6
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	1004.47570545894	0	0.487915135570057	241.6065	"White-fronted"	7
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	28	1005.53944752066	1.06374206172393	0.286652435960221	208.48835	"White-fronted"	7
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	1006.04034729904	1.56464184009815	0.22314472860892	245.24911	"White-fronted"	7
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	1015.20158557536	10.7258801164274	0.00228690969948625	243.95311	"White-fronted"	7
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	1031.94991545894	27.4742099999999	5.2771008220729e-07	269.0807	"White-fronted"	7
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	1033.59508557536	29.1193801164275	2.31820180703741e-07	262.34658	"White-fronted"	7
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	1039.36453729904	34.8888318400982	1.29518175043654e-08	278.57326	"White-fronted"	7
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	1040.2363	35.7605945410628	8.37586851520898e-09	285.63908	"White-fronted"	7
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	1040.25483001605	35.7791245571141	8.29862441236472e-09	281.53494	"White-fronted"	7
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	1045.45421373802	40.978508279082	6.16558485820298e-10	292.90848	"White-fronted"	7
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	1046.5834	42.1076945410628	3.50569878491545e-10	291.9862	"White-fronted"	7
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	1051.13731545894	46.6616099999999	3.59670170398313e-11	288.26807	"White-fronted"	7
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	1057.5468	53.0710945410626	1.45915872607154e-12	302.94963	"White-fronted"	7
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	1063.2756	58.7998945410627	8.31973364595322e-14	308.67844	"White-fronted"	7
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	1063.80347129187	59.3277658329287	6.38974649002647e-14	313.30267	"White-fronted"	7
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	1064.88361373802	60.407908279082	3.72334840240305e-14	312.33793	"White-fronted"	7
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	1070.41911373802	65.943408279082	2.33838019332763e-15	317.87336	"White-fronted"	7
