"Sex_Age"	"estimate"	"species"	"iter"
"Female_Juvenile"	0.4462548	"Kittlitz's"	52
"Male_Juvenile"	0.3357616	"Kittlitz's"	52
"Female_Chick"	0.13073407707306	"Kittlitz's"	52
"Male_Chick"	0.13756881978339	"Kittlitz's"	52
"Female_Adult"	0.9272077	"Kittlitz's"	53
"Male_Adult"	0.815742	"Kittlitz's"	53
"Female_Juvenile"	0.4591029	"Kittlitz's"	53
"Male_Juvenile"	0.4343781	"Kittlitz's"	53
"Female_Chick"	0.133689330119971	"Kittlitz's"	53
"Male_Chick"	0.166998523562803	"Kittlitz's"	53
"Female_Adult"	0.9073348	"Kittlitz's"	54
"Male_Adult"	0.8033238	"Kittlitz's"	54
"Female_Juvenile"	0.420571	"Kittlitz's"	54
"Male_Juvenile"	0.3312788	"Kittlitz's"	54
"Female_Chick"	0.121276656823242	"Kittlitz's"	54
"Male_Chick"	0.190405829286548	"Kittlitz's"	54
"Female_Adult"	0.8122704	"Kittlitz's"	55
"Male_Adult"	0.8277465	"Kittlitz's"	55
"Female_Juvenile"	0.4213019	"Kittlitz's"	55
"Male_Juvenile"	0.2891777	"Kittlitz's"	55
"Female_Chick"	0.197704962092472	"Kittlitz's"	55
"Male_Chick"	0.151645723634924	"Kittlitz's"	55
"Female_Adult"	0.8100838	"Kittlitz's"	56
"Male_Adult"	0.8067691	"Kittlitz's"	56
"Female_Juvenile"	0.425578	"Kittlitz's"	56
"Male_Juvenile"	0.3148656	"Kittlitz's"	56
"Female_Chick"	0.211400707014408	"Kittlitz's"	56
"Male_Chick"	0.15314235326405	"Kittlitz's"	56
"Female_Adult"	0.8553709	"Kittlitz's"	57
"Male_Adult"	0.8351459	"Kittlitz's"	57
"Female_Juvenile"	0.4095112	"Kittlitz's"	57
"Male_Juvenile"	0.3554702	"Kittlitz's"	57
"Female_Chick"	0.129371186668338	"Kittlitz's"	57
"Male_Chick"	0.148208863758049	"Kittlitz's"	57
"Female_Adult"	0.9064431	"Kittlitz's"	58
"Male_Adult"	0.8156463	"Kittlitz's"	58
"Female_Juvenile"	0.4924746	"Kittlitz's"	58
"Male_Juvenile"	0.3352738	"Kittlitz's"	58
"Female_Chick"	0.102813300448194	"Kittlitz's"	58
"Male_Chick"	0.161142170172623	"Kittlitz's"	58
"Female_Adult"	0.8627278	"Kittlitz's"	59
"Male_Adult"	0.7754687	"Kittlitz's"	59
"Female_Juvenile"	0.426183	"Kittlitz's"	59
"Male_Juvenile"	0.3057813	"Kittlitz's"	59
"Female_Chick"	0.162272728912052	"Kittlitz's"	59
"Male_Chick"	0.294727722562125	"Kittlitz's"	59
"Female_Adult"	0.7932914	"Kittlitz's"	60
"Male_Adult"	0.8675354	"Kittlitz's"	60
"Female_Juvenile"	0.4496435	"Kittlitz's"	60
"Male_Juvenile"	0.3590823	"Kittlitz's"	60
"Female_Chick"	0.199221598990109	"Kittlitz's"	60
"Male_Chick"	0.272356871122008	"Kittlitz's"	60
"Female_Adult"	0.9273899	"Kittlitz's"	61
"Male_Adult"	0.8474258	"Kittlitz's"	61
"Female_Juvenile"	0.4694114	"Kittlitz's"	61
"Male_Juvenile"	0.2982437	"Kittlitz's"	61
"Female_Chick"	0.125645909004999	"Kittlitz's"	61
"Male_Chick"	0.106662594262026	"Kittlitz's"	61
"Female_Adult"	0.8948851	"Kittlitz's"	62
"Male_Adult"	0.7756038	"Kittlitz's"	62
"Female_Juvenile"	0.5449399	"Kittlitz's"	62
