"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	622.603993079179	85.7792813426519	0	258.24107	"Madagascar"	6
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	661.357388390805	0	0.999835090991063	204.20937	"Madagascar"	7
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	28	679.276263333333	17.9188749425288	0.000128497334906373	194.85813	"Madagascar"	7
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	683.698173636364	22.340785245559	1.40827833538775e-05	235.22701	"Madagascar"	7
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	685.072555354108	23.715166963303	7.08345762569185e-06	238.73988	"Madagascar"	7
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	686.237658926554	24.880270535749	3.95590882997239e-06	242.03139	"Madagascar"	7
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	686.435224382022	25.0778359912177	3.58381415518968e-06	246.44593	"Madagascar"	7
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	686.913493636364	25.556105245559	2.82156871607037e-06	238.44233	"Madagascar"	7
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	688.067145490196	26.7097570993915	1.58481405606306e-06	250.16862	"Madagascar"	7
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	688.222155354108	26.8647669633031	1.46662252278912e-06	241.88947	"Madagascar"	7
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	690.152524382022	28.7951359912178	5.58655452303268e-07	250.16323	"Madagascar"	7
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	690.485426871508	29.1280384807038	4.72993513083449e-07	254.66599	"Madagascar"	7
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	691.505863636364	30.148475245559	2.83968492912807e-07	243.03469	"Madagascar"	7
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	692.512045490196	31.1546570993914	1.71704051607946e-07	254.61352	"Madagascar"	7
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	693.364664382022	32.0072759912177	1.12108025375093e-07	253.37537	"Madagascar"	7
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	693.674914382022	32.3175259912177	9.59990138221967e-08	253.68561	"Madagascar"	7
