"population" "no_chicks" "clutch_size" "year" "male" "female" "family_ID"
"SP" 0 "2" 2009 NA NA "family_2504"
"SP" 0 "3" 2009 NA "bird_405" "family_2505"
"SP" 3 "3" 2009 "bird_639" "bird_674" "family_2495"
"SP" 2 "3" 2009 "bird_484" "bird_517" "family_2496"
"SP" 1 "2" 2009 "bird_555" "bird_717" "family_2497"
"SP" 3 "3" 2009 "bird_339" NA "family_2498"
"SP" 3 "3" 2009 "bird_545" "bird_989" "family_2506"
"SP" 2 "3" 2009 "bird_388" "bird_620" "family_2522"
"SP" 3 "3" 2009 "bird_992" "bird_995" "family_2523"
"SP" 3 "3" 2009 "bird_847" NA "family_2524"
"SP" 0 "3" 2009 "bird_328" NA "family_2525"
"SP" 3 "3" 2009 "bird_1004" "bird_391" "family_2526"
"SP" 1 "3" 2009 "bird_943" "bird_952" "family_2527"
"SP" 0 "3" 2009 "bird_553" "bird_493" "family_2528"
"SP" 1 "3" 2009 "bird_326" "bird_342" "family_2529"
"SP" NA "3" 2009 NA "bird_994" "family_2507"
"SP" 0 "3" 2009 NA NA "family_2521"
"SP" 1 "3" 2009 "bird_993" NA "family_2508"
"SP" 2 "3" 2009 "bird_206" "bird_994" "family_2509"
"SP" 3 "3" 2009 "bird_399" "bird_841" "family_2510"
"SP" 3 "3" 2009 "bird_1007" "bird_110" "family_2511"
"SP" 2 "2" 2009 "bird_1097" "bird_651" "family_2512"
"SP" 2 "3" 2009 "bird_944" "bird_489" "family_2513"
"SP" 3 "3" 2009 "bird_116" "bird_119" "family_2515"
"SP" 3 "3" 2009 "bird_328" "bird_338" "family_2516"
"SP" 3 "3" 2009 "bird_440" "bird_565" "family_2517"
"SP" 0 "2" 2009 "bird_958" "bird_712" "family_2518"
"SP" 3 "3" 2009 "bird_663" "bird_381" "family_2519"
"SP" 3 "3" 2009 "bird_1784" "bird_957" "family_2520"
"SP" 2 "3" 2009 "bird_66" "bird_504" "family_2530"
"SP" 3 "3" 2009 "bird_698" "bird_712" "family_2531"
"SP" 0 "3" 2009 NA NA "family_2532"
"SP" 0 "3" 2009 "bird_47" NA "family_2533"
"SP" 0 "3" 2009 "bird_48" "bird_74" "family_2534"
"SP" 2 "3" 2009 "bird_689" "bird_84" "family_2535"
"SP" 0 "3" 2009 "bird_582" "bird_475" "family_2536"
"SP" 0 "3" 2009 "bird_482" "bird_903" "family_2537"
"SP" 3 "3" 2009 "bird_567" "bird_406" "family_2538"
"SP" 0 "2" 2009 NA NA "family_2539"
"SP" 0 "2" 2009 NA "bird_1093" "family_2540"
"SP" 0 "3" 2009 NA NA "family_2541"
"SP" 0 "3" 2009 NA "bird_935" "family_2542"
"SP" 0 "3" 2009 "bird_1001" "bird_934" "family_2543"
"SP" NA "2" 2009 "bird_1000" NA "family_2544"
"SP" NA "3" 2009 NA "bird_506" "family_2545"
"SP" NA "3" 2009 "bird_1003" NA "family_2546"
"SP" NA "3" 2009 NA NA "family_2547"
"SP" 0 "3" 2010 NA NA "family_2548"
"SP" 2 "3" 2010 "bird_562" NA "family_2576"
"SP" 3 "3" 2010 "bird_116" "bird_119" "family_2587"
"SP" 3 "3" 2010 "bird_1053" "bird_546" "family_2590"
"SP" 2 "3" 2010 "bird_1085" "bird_1086" "family_2591"
"SP" 3 "3" 2010 "bird_328" "bird_712" "family_2592"
"SP" 3 "3" 2010 "bird_819" "bird_391" "family_2593"
"SP" 3 "3" 2010 "bird_1193" "bird_681" "family_2594"
"SP" 2 "3" 2010 "bird_871" "bird_1195" "family_2595"
"SP" 2 "2" 2010 "bird_677" "bird_1103" "family_2549"
"SP" 3 "3" 2010 "bird_453" "bird_661" "family_2559"
"SP" 2 "3" 2010 "bird_1194" "bird_905" "family_2568"
"SP" 3 "3" 2010 "bird_360" "bird_1100" "family_2569"
"SP" 3 "3" 2010 "bird_1213" NA "family_2570"
"SP" 0 "3" 2010 "bird_1081" NA "family_2571"
"SP" 3 "3" 2010 "bird_399" "bird_841" "family_2572"
"SP" 3 "3" 2010 "bird_1054" "bird_906" "family_2573"
"SP" 3 "3" 2010 "bird_1097" "bird_1098" "family_2574"
"SP" 0 "3" 2010 "bird_1197" "bird_963" "family_2575"
"SP" 3 "3" 2010 "bird_1096" NA "family_2577"
"SP" 3 "3" 2010 "bird_195" "bird_903" "family_2578"
"SP" 3 "3" 2010 "bird_847" "bird_493" "family_2579"
"SP" 2 "2" 2010 "bird_92" "bird_84" "family_2580"
"SP" 0 "3" 2010 "bird_1080" "bird_902" "family_2581"
"SP" 3 "3" 2010 "bird_329" "bird_904" "family_2582"
"SP" 3 "3" 2010 NA "bird_909" "family_2583"
"SP" 3 "3" 2010 "bird_375" "bird_406" "family_2584"
"SP" 2 "3" 2010 "bird_446" "bird_382" "family_2585"
"SP" 2 "3" 2010 "bird_66" "bird_708" "family_2586"
"SP" 3 "3" 2010 "bird_1211" "bird_1112" "family_2588"
"SP" 2 "3" 2010 "bird_1091" "bird_1136" "family_2589"
"SP" 2 "3" 2010 "bird_206" "bird_245" "family_2550"
"SP" 3 "3" 2010 "bird_440" "bird_1108" "family_2551"
"SP" 3 "3" 2010 "bird_224" "bird_377" "family_2552"
"SP" 3 "3" 2010 "bird_1427" "bird_1196" "family_2553"
"SP" 2 "2" 2010 "bird_47" "bird_381" "family_2554"
"SP" 3 "3" 2010 "bird_356" "bird_565" "family_2555"
"SP" 0 "2" 2010 NA NA "family_2556"
"SP" 2 "3" 2010 "bird_1216" "bird_1014" "family_2557"
"SP" 3 "3" 2010 "bird_1029" "bird_490" "family_2558"
"SP" 3 "3" 2010 "bird_1024" "bird_963" "family_2560"
"SP" 0 "3" 2010 NA NA "family_2561"
"SP" 1 "3" 2010 "bird_900" "bird_84" "family_2562"
"SP" 3 "3" 2010 "bird_1032" "bird_151" "family_2563"
"SP" 3 "3" 2010 "bird_1283" "bird_674" "family_2564"
"SP" 0 "3" 2010 "bird_1298" "bird_1295" "family_2565"
"SP" 3 "3" 2010 "bird_562" "bird_1108" "family_2566"
"SP" 0 "3" 2010 "bird_329" "bird_409" "family_2567"
"SP" 3 "3" 2010 "bird_1247" "bird_396" "family_2596"
"SP" 0 "2+" 2010 NA NA "family_2597"
"SP" NA "3" 2010 "bird_1311" "bird_1313" "family_2598"
"SP" 3 "3" 2010 "bird_639" "bird_712" "family_2599"
"SP" 3 "3" 2010 "bird_401" "bird_1019" "family_2600"
"SP" 3 "3" 2010 "bird_639" "bird_674" "family_2619"
"SP" 3 "3" 2010 "bird_555" "bird_717" "family_2621"
"SP" 2 "3" 2010 NA "bird_504" "family_2622"
"SP" 2 "3" 2010 "bird_1004" "bird_726" "family_2623"
"SP" 0 "3" 2010 NA "bird_1084" "family_2624"
"SP" 0 "3" 2010 "bird_442" "bird_1051" "family_2625"
"SP" 0 "3" 2010 NA "bird_1083" "family_2626"
"SP" 0 "3" 2010 NA "bird_919" "family_2627"
"SP" 0 "3" 2010 NA "bird_1212" "family_2601"
"SP" 0 "3" 2010 "bird_1258" "bird_1271" "family_2602"
"SP" 0 "1+" 2010 "bird_900" "bird_84" "family_2603"
"SP" 3 "3" 2010 "bird_1230" "bird_1272" "family_2604"
"SP" 0 "3" 2010 "bird_567" NA "family_2605"
"SP" 0 "3" 2010 "bird_1259" "bird_717" "family_2606"
"SP" 0 "3" 2010 NA "bird_841" "family_2607"
"SP" 3 "3" 2010 "bird_553" "bird_919" "family_2608"
"SP" 0 "3" 2010 NA NA "family_2609"
"SP" 0 "3" 2010 NA NA "family_2610"
"SP" 3 "3" 2010 "bird_442" "bird_1051" "family_2611"
"SP" 0 "3" 2010 "bird_545" "bird_669" "family_2612"
"SP" 0 "3" 2010 NA NA "family_2613"
"SP" 2 "2" 2010 "bird_996" "bird_382" "family_2614"
"SP" 3 "3" 2010 "bird_1069" "bird_903" "family_2615"
"SP" 3 "3" 2010 "bird_871" "bird_1272" "family_2616"
"SP" 2 "2" 2010 "bird_375" "bird_406" "family_2617"
"SP" 3 "3" 2010 "bird_339" "bird_726" "family_2618"
"SP" 0 "3" 2010 NA "bird_1019" "family_2620"
"SP" 3 "3" 2010 "bird_94" "bird_697" "family_2628"
"SP" NA "2+" 2010 NA NA "family_2634"
"SP" 0 "3" 2010 "bird_545" "bird_669" "family_2629"
"SP" 0 "3" 2010 "bird_1784" "bird_1086" "family_2630"
"SP" 0 "3" 2010 "bird_943" "bird_952" "family_2631"
"SP" 0 "3" 2010 "bird_1274" "bird_493" "family_2632"
"SP" NA "3" 2010 "bird_1316" "bird_1142" "family_2633"
"SP" 1 "2" 2010 "bird_1033" "bird_427" "family_2635"
"SP" 3 "3" 2010 "bird_1025" "bird_909" "family_2636"
"SP" 2 "3" 2010 "bird_373" "bird_1083" "family_2637"
"SP" NA "3" 2010 "bird_453" "bird_669" "family_2638"
"SP" 0 "2" 2010 "bird_388" "bird_985" "family_2639"
"SP" 0 "3" 2010 "bird_92" NA "family_2640"
"SP" NA "3" 2010 NA "bird_1014" "family_2641"
"SP" NA "3" 2010 NA NA "family_2642"
"SP" NA "3" 2010 NA NA "family_2643"
"SP" 0 "3" 2011 NA NA "family_2667"
"SP" 0 "3" 2011 "bird_1216" NA "family_2672"
"SP" 0 "3" 2011 NA NA "family_2688"
"SP" 0 "3" 2011 "bird_603" "bird_726" "family_2686"
"SP" 0 "1+" 2011 NA NA "family_2689"
"SP" 3 "3" 2011 "bird_819" "bird_565" "family_2678"
"SP" 3 "3" 2011 "bird_911" "bird_906" "family_2644"
"SP" 3 "3" 2011 "bird_224" "bird_1153" "family_2661"
"SP" 0 "3" 2011 NA "bird_119" "family_2654"
"SP" 3 "3" 2011 "bird_88" "bird_74" "family_2655"
"SP" 2 "3" 2011 "bird_356" "bird_1155" "family_2668"
"SP" 3 "3" 2011 "bird_339" "bird_919" "family_2671"
"SP" 3 "3" 2011 "bird_375" "bird_406" "family_2647"
"SP" 2 "2" 2011 "bird_847" "bird_405" "family_2670"
"SP" 3 "3" 2011 "bird_116" "bird_841" "family_2673"
"SP" 2 "3" 2011 "bird_360" "bird_909" "family_2669"
"SP" 3 "3" 2011 "bird_1154" "bird_1158" "family_2665"
"SP" 2 "3" 2011 "bird_1159" "bird_1160" "family_2656"
"SP" 3 "3" 2011 "bird_1029" "bird_1182" "family_2657"
"SP" 3 "3" 2011 "bird_401" "bird_396" "family_2645"
"SP" 3 "3" 2011 "bird_453" "bird_661" "family_2649"
"SP" 0 "3" 2011 "bird_326" "bird_1108" "family_2692"
"SP" 3 "3" 2011 "bird_1004" "bird_1326" "family_2690"
"SP" 0 "3" 2011 "bird_555" "bird_382" "family_2648"
"SP" 3 "3" 2011 "bird_195" "bird_903" "family_2646"
"SP" 0 "3" 2011 NA "bird_1743" "family_2652"
"SP" 0 "1" 2011 NA NA "family_2708"
"SP" 2 "2" 2011 "bird_442" "bird_708" "family_2650"
"SP" 3 "3" 2011 "bird_1071" "bird_1336" "family_2651"
"SP" 3 "3" 2011 "bird_1338" "bird_1190" "family_2662"
"SP" 0 "3" 2011 "bird_1340" "bird_1332" "family_2658"
"SP" 3 "3" 2011 "bird_1230" "bird_1272" "family_2674"
"SP" 2 "3" 2011 "bird_1078" "bird_1107" "family_2679"
"SP" 0 "3" 2011 "bird_1348" "bird_1339" "family_2676"
"SP" 0 "3" 2011 NA "bird_934" "family_2697"
"SP" 0 "3" 2011 NA NA "family_2711"
"SP" 3 "3" 2011 "bird_349" "bird_1754" "family_2707"
"SP" 2 "3" 2011 "bird_603" "bird_726" "family_2695"
"SP" 0 "2" 2011 NA NA "family_2710"
"SP" 2 "3" 2011 "bird_1024" "bird_119" "family_2653"
"SP" 0 "3" 2011 "bird_1357" "bird_1153" "family_2675"
"SP" 0 "3" 2011 "bird_1340" "bird_1332" "family_2700"
"SP" 0 "3" 2011 NA "bird_1160" "family_2693"
"SP" 3 "3" 2011 "bird_871" "bird_565" "family_2659"
"SP" 0 "3" 2011 "bird_1352" "bird_1757" "family_2660"
"SP" 3 "3" 2011 "bird_1319" "bird_1759" "family_2698"
"SP" 0 "3" 2011 "bird_1369" "bird_994" "family_2677"
"SP" 3 "3" 2011 "bird_1363" "bird_906" "family_2704"
"SP" 3 "3" 2011 "bird_1755" "bird_841" "family_2684"
"SP" 3 "3" 2011 "bird_1362" "bird_1208" "family_2706"
"SP" 0 "3" 2011 "bird_1355" "bird_998" "family_2691"
"SP" 3 "3" 2011 "bird_1361" "bird_1753" "family_2709"
"SP" 3 "3" 2011 "bird_1060" "bird_1368" "family_2666"
"SP" 3 "3" 2011 "bird_1360" "bird_406" "family_2712"
"SP" 0 "3" 2011 NA "bird_1384" "family_2663"
"SP" 1 "3" 2011 "bird_1358" "bird_1370" "family_2682"
"SP" 0 "3" 2011 "bird_819" "bird_382" "family_2685"
"SP" 0 "3" 2011 NA "bird_1378" "family_2680"
"SP" 0 "3" 2011 "bird_1380" "bird_1376" "family_2681"
"SP" 0 "3" 2011 NA "bird_1375" "family_2683"
"SP" 0 "3" 2011 "bird_555" "bird_903" "family_2687"
"SP" 3 "3" 2011 "bird_655" "bird_1359" "family_2699"
"SP" 0 "3" 2011 "bird_328" "bird_1760" "family_2701"
"SP" 0 "3" 2011 "bird_339" "bird_726" "family_2702"
"SP" 0 "3" 2011 "bird_1340" "bird_1332" "family_2703"
"SP" 0 "3" 2011 NA "bird_1379" "family_2694"
"SP" 0 "3" 2011 "bird_1372" "bird_1371" "family_2696"
"SP" 0 "3" 2011 NA "bird_1377" "family_2713"
"SP" 0 "3" 2011 NA "bird_661" "family_2705"
"SP" 0 "2" 2011 NA NA "family_2664"
"SP" 3 "3" 2012 "bird_911" "bird_906" "family_2717"
"SP" 0 "3" 2012 "bird_555" "bird_119" "family_2720"
"SP" 1 "3" 2012 NA NA "family_2727"
"SP" 0 "3" 2012 NA NA "family_2721"
"SP" 3 "3" 2012 "bird_88" "bird_1371" "family_2723"
"SP" 3 "3" 2012 "bird_1779" "bird_1155" "family_2724"
"SP" 3 "3" 2012 "bird_670" "bird_1819" "family_2725"
"SP" 0 "3" 2012 NA "bird_1780" "family_2731"
"SP" 0 "3" 2012 NA "bird_1182" "family_2736"
"SP" 3 "3" 2012 "bird_1804" NA "family_2742"
"SP" 0 "3" 2012 NA "bird_1744" "family_2743"
"SP" 1 "3" 2012 "bird_1305" "bird_1787" "family_2744"
"SP" 0 "3" 2012 "bird_1188" "bird_1341" "family_2745"
"SP" 0 "3" 2012 "bird_1820" "bird_1058" "family_2746"
"SP" 2 "3" 2012 "bird_819" NA "family_2747"
"SP" 0 "3" 2012 "bird_1380" "bird_1323" "family_2728"
"SP" 0 "3" 2012 "bird_847" "bird_1821" "family_2729"
"SP" 3 "3" 2012 "bird_401" "bird_396" "family_2730"
"SP" NA "2" 2012 "bird_567" "bird_952" "family_2726"
"SP" 3 "3" 2012 "bird_553" "bird_1818" "family_2715"
"SP" 1 "2" 2012 "bird_1808" "bird_1153" "family_2714"
"SP" 3 "3" 2012 "bird_603" "bird_1765" "family_2718"
"SP" 0 "3" 2012 NA NA "family_2719"
"SP" 0 "3" 2012 "bird_1333" NA "family_2737"
"SP" 0 "3" 2012 "bird_375" "bird_406" "family_2738"
"SP" 0 "3" 2012 "bird_1319" NA "family_2739"
"SP" 0 "3" 2012 "bird_1381" "bird_1798" "family_2740"
"SP" 0 "3" 2012 NA NA "family_2741"
"SP" NA "2" 2012 "bird_1812" "bird_1828" "family_2722"
"SP" NA "3" 2012 "bird_442" "bird_1153" "family_2716"
"SP" 0 "3" 2012 NA "bird_1761" "family_2735"
"SP" 0 "3" 2012 "bird_1822" NA "family_2733"
"SP" 0 "3" 2012 "bird_1357" "bird_695" "family_2734"
"SP" 0 "3" 2012 "bird_1781" "bird_1208" "family_2732"
