"population" "no_chicks" "clutch_size" "ID" "year" "male" "female"
"KPM" 0 "1" "2010_S_34" "2010" NA NA
"KPM" 2 "3" "2010_S_35" "2010" "CA3478" "CA3071"
"KPM" 0 "3" "2010_S_36" "2010" NA "CA3405"
"KPM" 0 "3" "2010_S_37" "2010" "CA1069" NA
"KPM" 3 "3" "2010_S_38" "2010" "CA3500" "CA3450"
"KPM" 0 "3" "2010_S_39" "2010" "CA1630" "CA3424"
"KPM" 3 "3" "2010_S_40" "2010" "CA3440" "CA3425"
"KPM" 0 "3" "2010_S_41" "2010" "CA3413" "CA3072"
"KPM" 0 "1" "2010_S_42" "2010" NA NA
"KPM" 0 "3" "2010_S_43" "2010" NA NA
"KPM" NA "3" "2010_S_44" "2010" "CA3445" "CA3420"
"KPM" 2 "3" "2010_S_45" "2010" NA "CA3419"
"KPM" 0 "2" "2010_S_46" "2010" NA "CA3008"
"KPM" 0 "3" "2010_S_47" "2010" NA "CA1627"
"KPM" 0 "3" "2010_S_48" "2010" NA "CA1058"
"KPM" 2 "3" "2010_S_49" "2010" NA "CA2727"
"KPM" 2 "3" "2010_S_50" "2010" NA "CA1671"
"KPM" NA "1" "2010_S_51" "2010" NA NA
"KPM" 0 "3" "2010_S_52" "2010" "CA3433" "CA3432"
"KPM" 1 "2" "2010_S_53" "2010" "CA3457" "CA3435"
"KPM" 0 "3" "2010_S_54" "2010" NA "CA3439"
"KPM" NA "3" "2010_S_55" "2010" "CA3434" "CA3434"
"KPM" 0 "3" "2010_S_56" "2010" "CA1638" "CA1080"
"KPM" 0 "2" "2010_S_57" "2010" NA NA
"KPM" 0 "2" "2010_S_58" "2010" NA NA
"KPM" 2 "3" "2010_S_59" "2010" "CA3470" "CA2696"
"KPM" 1 "2" "2010_S_60" "2010" "CA2619" "CA3444"
"KPM" NA "3" "2010_S_61" "2010" NA "CA3463"
"KPM" 0 "3" "2010_S_62" "2010" NA "CA3464"
"KPM" 0 "3" "2010_S_63" "2010" NA NA
"KPM" 0 "2" "2010_S_64" "2010" NA "CA3494"
"KPM" 0 "2" "2010_S_65" "2010" NA NA
"KPM" 0 "3" "2010_S_66" "2010" "CA3701" "CA3701"
"KPM" 2 "3" "2010_S_67" "2010" NA NA
"KPM" 0 "3" "2010_S_68" "2010" NA NA
"KPM" 0 "1" "2010_S_69" "2010" NA NA
"KPM" NA "3" "2010_S_70" "2010" NA NA
"KPM" 2 "3" "2010_S_71" "2010" NA "CA1100"
"KPM" 0 NA "2010_S_72" "2010" NA NA
"KPM" 0 NA "2010_S_73" "2010" NA NA
"KPM" NA "3" "2010_S_74" "2010" "CA1688" "CA3447"
"KPM" 0 "2" "2010_S_75" "2010" NA "CA3452"
"KPM" 0 "3" "2010_S_76" "2010" NA "CA3023"
"KPM" 2 "3" "2010_S_77" "2010" "CA3135" "CA3458"
"KPM" 0 "2" "2010_S_78" "2010" NA "CA3490"
"KPM" 1 "2" "2010_S_79" "2010" "CA3130" "CA3491"
"KPM" 0 "3" "2010_S_80" "2010" NA NA
"KPM" 0 "3" "2010_S_81" "2010" NA NA
"KPM" 0 "3" "2010_S_82" "2010" NA NA
"KPM" 0 "3" "2010_S_83" "2010" NA NA
"KPM" 3 "3" "2010_S_84" "2010" NA "CA3465"
"KPM" 0 "2" "2010_S_85" "2010" NA "CA1099"
"KPM" 0 "1" "2010_S_86" "2010" NA NA
"KPM" 0 "1" "2010_S_87" "2010" NA NA
"KPM" 0 NA "2010_S_88" "2010" NA NA
"KPM" 0 "2" "2010_S_89" "2010" NA NA
"KPM" 2 "3" "2010_S_90" "2010" "CA3479" "CA3480"
"KPM" 0 "2" "2010_S_91" "2010" "CA2695" "CA3124"
"KPM" 3 "3" "2010_S_92" "2010" "CA3123" "CA3121"
"KPM" 0 "3" "2010_S_93" "2010" "CA3122" "CA3126"
"KPM" 0 "3" "2010_S_94" "2010" NA "CA1040"
"KPM" 0 "3" "2010_S_95" "2010" NA NA
"KPM" NA "3" "2010_S_96" "2010" NA NA
"KPM" 0 "1" "2010_S_97" "2010" NA NA
"KPM" 0 "2" "2010_S_98" "2010" NA NA
"KPM" 0 "2" "2010_S_99" "2010" NA NA
"KPM" 0 "3" "2010_S_101" "2010" "CA1181" "CA3403"
"KPM" 3 "3" "2010_S_102" "2010" "CA1096" "CA1044"
"KPM" NA "3" "2010_S_103" "2010" "CA2692" "CA1064"
"KPM" 0 "3" "2010_S_104" "2010" NA "CA3062"
"KPM" NA NA "2010_S_105" "2010" "CA2656" NA
"KPM" 3 "3" "2010_S_106" "2010" "CA1017" "CA2690"
"KPM" 2 "3" "2010_S_107" "2010" "CA1136" "CA3003"
"KPM" 3 "3" "2010_S_108" "2010" "CA1663" "CA2721"
"KPM" 0 "3" "2010_S_109" "2010" "CA1621" "CA3401"
"KPM" 2 "3" "2010_S_110" "2010" "MX.RX|YX.LX" "CA2614"
"KPM" 1 "3" "2010_S_111" "2010" "XX.WX|XX.XX" "CA3057"
"KPM" 2 "3" "2010_S_112" "2010" "CA3058" "CA3064"
"KPM" 1 "2" "2010_S_113" "2010" "CA1104" "CA3065"
"KPM" 0 "2" "2010_S_114" "2010" NA "CA2715"
"KPM" 1 "3" "2010_S_115" "2010" "CA3073" "CA3059"
"KPM" NA "3" "2010_S_116" "2010" "MX.XX|XX.XX" "CA3060"
"KPM" NA "3" "2010_S_117" "2010" "MX.OX|OX.RX" "CA3061"
"KPM" NA NA "2010_S_118" "2010" NA NA
"KPM" NA "3" "2010_S_119" "2010" NA "CA3063"
"KPM" 0 "3" "2010_S_120" "2010" "CA3074" "CA3070"
"KPM" 3 "3" "2010_S_121" "2010" "CA1619" "CA1620"
"KPM" 0 "3" "2010_S_122" "2010" "MX.OX|WX.YX" NA
"KPM" NA "3" "2010_S_123" "2010" "CA3037" "CA2692"
"KPM" 2 "3" "2010_S_124" "2010" "CA2706" "CA2718"
"KPM" 2 "3" "2010_S_125" "2010" "CA1176" "CA2753"
"KPM" 1 "2" "2010_S_126" "2010" "CA2737" "CA1631"
"KPM" 2 "3" "2010_S_127" "2010" "CA3084" "CA1622"
"KPM" NA NA "2010_S_128" "2010" NA NA
"KPM" NA "3" "2010_S_129" "2010" "CA3106" "CA3094"
"KPM" 2 "2" "2010_S_130" "2010" "CA3046" "CA3085"
"KPM" 1 "1" "2010_S_131" "2010" "CA3101" "CA3103"
"KPM" 3 "3" "2010_S_132" "2010" "CA1639" "CA3621"
"KPM" NA NA "2010_S_133" "2010" NA NA
"KPM" NA "3" "2010_S_134" "2010" "CA3129" NA
"KPM" 1 "3" "2010_S_135" "2010" "CA1052" "CA1058"
"KPM" NA "2" "2010_S_136" "2010" NA NA
"KPM" 0 "3" "2010_S_137" "2010" "CA3141" NA
"KPM" 2 "2" "2010_S_138" "2010" "CA3140" "CA2746"
"KPM" 0 "3" "2010_S_139" "2010" NA "CA3142"
"KPM" 0 "3" "2010_S_140" "2010" "CA1104" "CA3065"
"KPM" 1 "3" "2010_S_141" "2010" "CA3034" "CA3020"
"KPM" 3 "3" "2010_S_142" "2010" "MX.OX|WX.YX" "CA3146"
"KPM" 2 "3" "2010_S_143" "2010" "CA2695" "CA3124"
"KPM" 0 "2" "2010_S_201" "2010" "CA2741" "CA2712"
"KPM" NA "3" "2010_S_202" "2010" "CA3604" "CA3614"
"KPM" 0 "2" "2010_S_203" "2010" "CA3605" "CA3606"
"KPM" 0 "3" "2010_S_204" "2010" NA "CA3044"
"KPM" 0 "3" "2010_S_205" "2010" NA "CA3044"
"KPM" NA "2" "2010_S_206" "2010" NA "CA2740"
"KPM" NA "1" "2010_S_207" "2010" NA NA
"KPM" NA "2" "2010_S_208" "2010" NA NA
"KPM" NA NA "2010_S_209" "2010" NA "CA3629"
"KPM" NA "2" "2010_S_210" "2010" "WX.MX|WX.BX" NA
"KPM" 0 "3" "2010_S_211" "2010" NA NA
"KPM" 2 "2" "2010_S_300" "2010" NA "CA3704"
"KPM" 0 "3" "2010_S_301" "2010" NA "CA3709"
"KPM" 0 "3" "2010_S_302" "2010" NA "CA3061"
"KPM" 2 "2" "2010_S_303" "2010" "CA3136" "CA3708"
"KPM" 2 "3" "2010_S_304" "2010" NA "CA3703"
"KPM" 1 "3" "2011_S_1" "2011" NA "CA2755"
"KPM" 0 "2" "2011_S_2" "2011" "CA1639" "CA3621"
"KPM" 0 "2" "2011_S_3" "2011" "CA2754" NA
"KPM" 0 "3" "2011_S_4" "2011" NA "CA3606"
"KPM" 0 "1" "2011_S_5" "2011" NA "CA2756"
"KPM" 0 "3" "2011_S_6" "2011" "CA1037" NA
"KPM" 0 "2" "2011_S_101" "2011" NA "CA3491"
"KPM" 0 "2" "2011_S_102" "2011" "CA1099" "CA1697"
"KPM" 0 "2" "2011_S_103" "2011" "CA2603" "CA1174"
"KPM" 0 "2" "2011_S_104" "2011" NA "CA3606"
"KPM" 0 "3" "2012_S_1" "2012" NA "MX.XX|BX.GX"
"KPM" 2 "2" "2012_S_2" "2012" "BX.MX|RX.YX" "BX.MX|OX.OX"
"KPM" 1 "2" "2012_S_3" "2012" "CA3065" "CA1104"
"KPM" 0 "3" "2012_S_4" "2012" "CA1093" "CA2762"
"KPM" 0 "2" "2012_S_5" "2012" NA NA
"KPM" 0 "2" "2012_S_6" "2012" "MX.XX|GX.YX" "BX.MX|OX.GX"
"KPM" 3 "3" "2012_S_7" "2012" "CA3423" "CA3752"
"KPM" 0 "2" "2012_S_8" "2012" "CA3751" "CA1637"
"KPM" 2 "3" "2012_S_9" "2012" "CA3174" "CA3754"
"KPM" 0 "1" "2012_S_10" "2012" "MX.OX|YX.WX" NA
"KPM" 0 "3" "2012_S_11" "2012" NA NA
"KPM" 0 "2" "2012_S_12" "2012" NA NA
"KPM" 0 "2" "2012_S_13" "2012" NA NA
"KPM" 2 "2" "2012_S_14" "2012" "CA3753" "CA3665"
"KPM" 0 "3" "2012_S_15" "2012" "CA1630" "CA3424"
"KPM" 0 "1" "2012_S_16" "2012" NA NA
"KPM" 0 "2" "2012_S_17" "2012" "CA1638" "CA1080"
"KPM" 0 "2" "2012_S_18" "2012" NA "MX.RX|OX.BX"
"KPM" 0 "1" "2012_S_19" "2012" "MX.WX|RX.BX" "CA2751"
"KPM" 2 "3" "2012_S_20" "2012" "CA1169" "CA1121"
"KPM" 0 "3" "2012_S_21" "2012" "MX.BX|GX.RX" NA
"KPM" 2 "3" "2012_S_22" "2012" "CA3758" "CA3664"
"KPM" 0 "2" "2012_S_23" "2012" NA NA
"KPM" 0 "1" "2012_S_24" "2012" NA NA
"KPM" 0 "2" "2012_S_25" "2012" "MX.YX|RX.WX" "CA3417"
"KPM" 0 "2" "2012_S_26" "2012" "CA2745" "CA2768"
"KPM" 0 "1" "2012_S_27" "2012" "MX.RX|LX.XX" "CA2753"
"KPM" 0 "1" "2012_S_28" "2012" NA NA
"KPM" 0 "2" "2012_S_29" "2012" "CA3757" "CA2764"
"KPM" 0 "1" "2012_S_30" "2012" "CA3761" "MX.YX|WX.OX"
"KPM" 3 "3" "2012_S_31" "2012" "CA3145" "CA1693"
"KPM" 0 "3" "2012_S_32" "2012" "CA3760" NA
"KPM" 0 "2" "2012_S_33" "2012" NA NA
"KPM" 0 "3" "2012_S_34" "2012" "CA2769" "CA3770"
"KPM" 0 "3" "2012_S_35" "2012" "CA3771" "CA2657"
"KPM" 3 "3" "2012_S_36" "2012" "CA3774" "CA3764"
"KPM" 0 "3" "2012_S_37" "2012" "CA2749" "CA1657"
"KPM" NA "3" "2012_S_38" "2012" "MX.RX|OX.BX" "CA1067"
"KPM" 0 "2" "2012_S_39" "2012" "CA1676" NA
"KPM" 0 "3" "2012_S_40" "2012" NA "CA3044"
"KPM" 0 "1" "2012_S_41" "2012" NA NA
"KPM" 2 "3" "2012_S_42" "2012" "MX.XX|RX.XX" "CA1683"
"KPM" 0 "3" "2012_S_43" "2012" NA "CA3776"
"KPM" 3 "3" "2012_S_44" "2012" "CA3101" "CA3103"
"KPM" 0 "2" "2012_S_45" "2012" "CA3789" "CA3787"
"KPM" 0 "1" "2012_S_46" "2012" NA NA
"KPM" 0 "3" "2012_S_47" "2012" NA NA
"KPM" 0 "3" "2012_S_48" "2012" NA "CA3080"
"KPM" 0 "3" "2012_S_49" "2012" "CA3792" "CA2755"
"KPM" 2 "2" "2012_S_50" "2012" "CA3195" "CA3697"
"KPM" NA "3" "2012_S_51" "2012" "CA3403" "CA3061"
"KPM" 0 "3" "2012_S_52" "2012" NA NA
"KPM" 0 "1" "2012_S_53" "2012" NA NA
"KPM" 0 "3" "2012_S_101" "2012" NA "CA2757"
"KPM" 0 "2" "2012_S_102" "2012" "CA2758" "CA2759"
"KPM" 0 "2" "2012_S_103" "2012" NA "MX.BX|LX.RX"
"KPM" 0 "3" "2012_S_104" "2012" "CA3755" "CA3044"
"KPM" 3 "3" "2012_S_105" "2012" "CA3667" "CA1073"
"KPM" 0 "2" "2012_S_106" "2012" "CA1136" "CA2721"
"KPM" 0 "3" "2012_S_107" "2012" "CA3616" "CA3083"
"KPM" 0 "2" "2012_S_108" "2012" NA "CA3011"
"KPM" 3 "3" "2012_S_109" "2012" "CA3666" "CA3668"
"KPM" 1 "2" "2012_S_110" "2012" "CA2767" "CA2765"
"KPM" 2 "3" "2012_S_111" "2012" NA "MX.RX|OX.WX"
"KPM" 0 "2" "2012_S_112" "2012" NA "CA3139"
"KPM" 0 "3" "2012_S_113" "2012" NA "CA3775"
"KPM" 1 "3" "2012_S_114" "2012" "CA3183" "CA3765"
"KPM" 0 "2" "2012_S_115" "2012" "MX.WX|RX.BX" NA
"KPM" 0 "3" "2012_S_201" "2012" "MX.WX|OX.OX" "CA2718"
"KPM" 0 "3" "2012_S_202" "2012" NA NA
"KPM" 0 "1" "2012_S_203" "2012" NA NA
"KPM" 0 "1" "2012_S_204" "2012" NA NA
"KPM" 0 "1" "2012_S_205" "2012" NA NA
"KPM" 0 "2" "2012_S_206" "2012" NA NA
"KPM" 0 "1" "2012_S_207" "2012" NA NA
"KPM" 0 "1" "2012_S_208" "2012" NA NA
"KPM" NA "3" "2012_S_209" "2012" NA "CA3464"
"KPM" 1 "3" "2012_S_210" "2012" "CA3759" "CA3669"
"KPM" 1 "3" "2012_S_211" "2012" "BX.MX|GX.WX" "MX.OX|OX.XX"
"KPM" 0 "3" "2012_S_212" "2012" "CA1126" "CA3772"
"KPM" 1 "3" "2012_S_213" "2012" "CA1647" "CA3063"
"KPM" 1 "3" "2012_S_214" "2012" "MX.YX|RX.WX" "BX.MX|YX.OX"
"KPM" 0 "3" "2012_S_215" "2012" "CA3769" "CA3059"
"KPM" 0 "3" "2012_S_216" "2012" NA NA
"KPM" 0 "3" "2012_S_217" "2012" NA NA
"KPM" 2 "3" "2013_M_1" "2013" "CA2776" "CA2777"
"KPM" 0 "3" "2013_M_2" "2013" "CA3811" "CA3810"
"KPM" 2 "3" "2013_R_1" "2013" "CA3815" "CA3119"
"KPM" 2 "3" "2013_R_2" "2013" "CA3130" "CA4100"
"KPM" 0 "3" "2013_R_3" "2013" "XX.XX|XX.XX" "CA3070"
"KPM" 1 "3" "2013_R_4" "2013" "CA3466" "CA3431"
"KPM" 0 "2" "2013_R_5" "2013" "CA2783" "CA3041"
"KPM" 0 "3" "2013_R_201" "2013" NA "CA1637"
"KPM" 0 "3" "2013_R_202" "2013" "CA3761" "CA3770"
"KPM" 0 "3" "2013_R_203" "2013" "XX.XX|XX.XX" "CA2756"
"KPM" 0 "3" "2013_R_204" "2013" "CA2746" NA
"KPM" 0 "1" "2013_R_205" "2013" NA "XX.XX|XX.XX"
"KPM" 0 "3" "2013_R_206" "2013" NA "CA3425"
"KPM" 0 "3" "2013_R_207" "2013" "CA1043" NA
"KPM" 0 "3" "2013_R_208" "2013" "CA3757" "CA2764"
"KPM" 3 "3" "2013_R_209" "2013" "CA3440" "CA3057"
"KPM" 1 "3" "2013_R_210" "2013" "CA1699" "CA3011"
"KPM" 0 "3" "2013_R_211" "2013" NA "CA2740"
"KPM" 3 "3" "2013_R_212" "2013" NA "CA2780"
"KPM" 3 "3" "2013_R_213" "2013" "CA3413" "CA3072"
"KPM" 0 "3" "2013_R_214" "2013" NA "CA3664"
"KPM" 0 "3" "2013_R_215" "2013" NA "CA2781"
"KPM" 0 "2" "2013_R_216" "2013" NA NA
"KPM" 2 "2" "2013_R_217" "2013" "CA3922" "CA3901"
"KPM" 3 "3" "2013_R_218" "2013" "CA3904" "CA3029"
"KPM" 0 "2" "2013_R_219" "2013" "CA3902" "CA3775"
"KPM" 0 "2" "2013_R_220" "2013" "CA3910" "CA3725"
"KPM" 0 "2" "2013_R_221" "2013" NA NA
"KPM" 3 "3" "2013_R_222" "2013" NA "CA3063"
"KPM" 0 "3" "2013_R_223" "2013" NA "CA3903"
"KPM" 1 "3" "2013_R_224" "2013" "CA3143" "CA3909"
"KPM" 1 "3" "2013_R_225" "2013" "CA3012" "CA3911"
"KPM" 3 "3" "2013_R_226" "2013" "CA1176" "CA1073"
"KPM" 2 "3" "2013_R_227" "2013" NA "CA3613"
"KPM" 3 "3" "2013_R_228" "2013" "CA3751" "CA1637"
"KPM" 0 "1" "2013_S_1" "2013" NA NA
"KPM" 0 "3" "2013_S_2" "2013" NA "CA3450"
"KPM" 2 "3" "2013_S_3" "2013" "CA1119" "CA2629"
"KPM" 0 "2" "2013_S_4" "2013" "CA3666" "CA3668"
"KPM" 0 "3" "2013_S_5" "2013" NA "CA1174"
"KPM" 0 "3" "2013_S_6" "2013" "CA3183" NA
"KPM" 0 "1" "2013_S_7" "2013" NA NA
"KPM" 0 "3" "2013_S_8" "2013" NA "CA3071"
"KPM" 0 "1" "2013_S_9" "2013" NA "CA3083"
"KPM" 0 "1" "2013_S_10" "2013" NA NA
"KPM" 0 "1" "2013_S_11" "2013" "XX.XX|XX.XX" NA
"KPM" 0 "2" "2013_S_12" "2013" "CA3010" "OX.MX|BX.OX"
"KPM" 0 "3" "2013_S_13" "2013" "CA3036" "CA3146"
"KPM" 0 "2" "2013_S_14" "2013" "XX.XX|XX.XX" "CA3807"
"KPM" 1 "3" "2013_S_15" "2013" "CA3423" "CA2738"
"KPM" 2 "2" "2013_S_16" "2013" "CA1624" "CA1092"
"KPM" 0 "3" "2013_S_17" "2013" "CA3065" "XX.XX|XX.XX"
"KPM" 0 "1" "2013_S_18" "2013" NA "CA3793"
"KPM" 0 "1" "2013_S_19" "2013" NA NA
"KPM" 0 "2" "2013_S_20" "2013" "CA3058" NA
"KPM" 0 "1" "2013_S_21" "2013" NA "CA3621"
"KPM" 1 "2" "2013_S_22" "2013" "CA3809" "CA3095"
"KPM" 0 "3" "2013_S_23" "2013" NA "CA3697"
"KPM" 0 "3" "2013_S_24" "2013" "CA3183" "CA3659"
"KPM" 0 "3" "2013_S_25" "2013" NA "CA3435"
"KPM" 1 "2" "2013_S_26" "2013" "CA2749" "CA1657"
"KPM" 1 "2" "2013_S_27" "2013" "CA3789" "CA3787"
"KPM" 2 "3" "2013_S_28" "2013" "CA2782" "CA3814"
"KPM" 0 "2" "2013_S_29" "2013" NA "CA3427"
"KPM" 0 "3" "2013_S_30" "2013" "XX.XX|XX.XX" "CA3822"
"KPM" 0 "2" "2013_S_31" "2013" "CA3861" "CA2712"
"KPM" 0 "3" "2013_S_32" "2013" "CA3460" "OX.MX|RX.??"
"KPM" 0 "3" "2013_S_33" "2013" "XX.XX|XX.XX" "XX.XX|XX.XX"
"KPM" 0 "2" "2013_S_34" "2013" "CA1639" "CA3621"
"KPM" 0 "3" "2013_S_35" "2013" "CA3838" "CA3807"
"KPM" 0 "1" "2013_S_36" "2013" "CA1052" "CA2756"
"KPM" 2 "2" "2013_S_37" "2013" "CA1663" "CA3003"
"KPM" 1 "1" "2013_S_38" "2013" "CA2745" "MX.OX|OX.GX"
"KPM" 0 "1" "2013_S_39" "2013" "CA1052" "CA2756"
"KPM" 0 "2" "2013_S_40" "2013" "CA4078" "CA3849"
"KPM" 0 "3" "2013_S_41" "2013" "CA3619" "CA3850"
"KPM" 1 "2" "2013_S_42" "2013" "CA3866" "CA3623"
"KPM" 0 "1" "2013_S_101" "2013" NA NA
"KPM" 1 "2" "2013_S_102" "2013" "CA3753" "CA3665"
"KPM" 2 "2" "2013_S_103" "2013" "CA3174" "CA3754"
"KPM" 0 "3" "2013_S_104" "2013" "CA3658" NA
"KPM" 1 "2" "2013_S_105" "2013" "CA3760" "CA3793"
"KPM" 0 "3" "2013_S_106" "2013" NA "CA2727"
"KPM" 0 "3" "2013_S_107" "2013" "CA3500" "CA3450"
"KPM" 0 "3" "2013_S_108" "2013" NA "CA1644"
"KPM" 0 "2" "2013_S_109" "2013" "XX.XX|XX.XX" NA
"KPM" 0 "3" "2013_S_110" "2013" "CA3084" NA
"KPM" 0 "3" "2013_S_111" "2013" "CA3445" "CA2762"
"KPM" 0 "3" "2013_S_112" "2013" NA "CA3607"
"KPM" 0 "3" "2013_S_113" "2013" NA "CA1058"
"KPM" 0 "3" "2013_S_114" "2013" "CA3145" NA
"KPM" 1 "3" "2013_S_115" "2013" "CA1187" "CA3816"
"KPM" 3 "3" "2013_S_116" "2013" "CA3826" "CA3428"
"KPM" 3 "3" "2013_S_117" "2013" "CA4088" "CA2727"
"KPM" 2 "3" "2013_S_118" "2013" "CA3612" "CA3023"
"KPM" 0 "3" "2013_S_119" "2013" "CA3662" "MX.XX|BX.XX"
"KPM" 3 "3" "2013_S_120" "2013" "CA4083" "CA4087"
"KPM" 1 "1" "2013_S_121" "2013" "CA4077" "CA2715"
"KPM" 0 "3" "2013_S_201" "2013" "CA3616" "CA3772"
"KPM" 0 "3" "2013_S_202" "2013" "CA1096" NA
"KPM" 0 "1" "2013_S_203" "2013" NA NA
"KPM" 1 "2" "2013_S_204" "2013" "CA3058" "CA3458"
"KPM" 0 "3" "2013_S_205" "2013" "CA1096" "CA1044"
"KPM" 2 "3" "2013_S_206" "2013" "CA3077" "CA3697"
"KPM" 0 "1" "2014_C_301" "2014" "CA4205" "CA4204"
"KPM" 0 "2" "2014_C_302" "2014" NA "CA3412"
"KPM" 3 "3" "2014_M_1" "2014" "CA2795" "CA2796"
"KPM" 0 "3" "2014_M_301" "2014" NA NA
"KPM" 0 "2" "2014_R_1" "2014" "XX.XX|XX.XX" "XX.XX|XX.XX"
"KPM" 1 "2" "2014_R_2" "2014" "CA3012" "CA3911"
"KPM" 0 "2" "2014_R_3" "2014" "CA2758" "CA2753"
"KPM" 2 "2" "2014_R_4" "2014" "CA3761" "CA1637"
"KPM" 1 "2" "2014_R_5" "2014" "CA2746" "CA3909"
"KPM" 0 "3" "2014_R_6" "2014" "CA4142" "MX.XX|WX.XX"
"KPM" 0 "3" "2014_R_7" "2014" "CA1699" "CA3011"
"KPM" 3 "3" "2014_R_8" "2014" "CA1676" "CA3082"
"KPM" 3 "3" "2014_R_101" "2014" "CA2619" "CA4200"
"KPM" 0 "3" "2014_R_102" "2014" NA "CA2740"
"KPM" 0 "1" "2014_R_103" "2014" NA NA
"KPM" 0 "1" "2014_R_104" "2014" NA NA
"KPM" 2 "3" "2014_R_105" "2014" "CA1043" "CA1137"
"KPM" 3 "3" "2014_R_106" "2014" "CA4136" "CA3664"
"KPM" 1 "2" "2014_R_201" "2014" "CA3815" "CA3119"
"KPM" 2 "3" "2014_R_202" "2014" "CA4137" "CA1121"
"KPM" 0 "2" "2014_R_203" "2014" "XX.XX|XX.XX" NA
"KPM" 1 "2" "2014_R_206" "2014" "CA1126" "CA3772"
"KPM" 0 "3" "2014_R_301" "2014" NA "CA3057"
"KPM" 0 "2" "2014_R_302" "2014" "CA4194" "CA4193"
"KPM" 0 "3" "2014_R_303" "2014" "CA4025" "CA4209"
"KPM" 2 "3" "2014_R_304" "2014" NA "XX.XX|XX.XX"
"KPM" 3 "3" "2014_R_305" "2014" "CA2693" "CA1080"
"KPM" 0 "2" "2014_S_1" "2014" NA NA
"KPM" 0 "2" "2014_S_2" "2014" NA "XX.XX|XX.XX"
"KPM" 0 "2" "2014_S_3" "2014" NA "XX.XX|XX.XX"
"KPM" 3 "3" "2014_S_4" "2014" "CA3460" "CA1067"
"KPM" 3 "3" "2014_S_5" "2014" "CA3809" "CA3095"
"KPM" 2 "2" "2014_S_6" "2014" "CA4114" "CA2757"
"KPM" 2 "3" "2014_S_7" "2014" "CA3183" "CA3765"
"KPM" 0 "2" "2014_S_8" "2014" "CA3658" NA
"KPM" 0 "2" "2014_S_9" "2014" "CA1687" "CA1139"
"KPM" 1 "1" "2014_S_10" "2014" "CA3065" "CA1104"
"KPM" 1 "1" "2014_S_11" "2014" "CA3058" "CA3458"
"KPM" 2 "2" "2014_S_12" "2014" "CA3145" "CA1693"
"KPM" 1 "2" "2014_S_13" "2014" "CA1624" "CA1092"
"KPM" 2 "2" "2014_S_14" "2014" "CA3757" "CA2764"
"KPM" 0 "2" "2014_S_15" "2014" NA "CA2629"
"KPM" 2 "3" "2014_S_16" "2014" "CA3440" "CA3425"
"KPM" 1 "3" "2014_S_17" "2014" NA "CA4100"
"KPM" 0 "3" "2014_S_18" "2014" NA "CA1058"
"KPM" 0 "2" "2014_S_19" "2014" "CA3760" "CA3793"
"KPM" 0 "1" "2014_S_20" "2014" "CA3433" "CA3041"
"KPM" 0 "3" "2014_S_101" "2014" "CA3500" "CA3450"
"KPM" 0 "2" "2014_S_102" "2014" "CA1136" "CA2721"
"KPM" 1 "3" "2014_S_103" "2014" "CA3445" "CA2762"
"KPM" 3 "3" "2014_S_104" "2014" "CA3034" "CA3889"
"KPM" 3 "3" "2014_S_105" "2014" "CA4088" "CA3434"
"KPM" 2 "2" "2014_S_201" "2014" "CA2711" "CA4006"
"KPM" 2 "2" "2014_S_202" "2014" "CA3809" "CA1644"
"KPM" 1 "2" "2014_S_203" "2014" "CA1694" "CA3154"
"KPM" 2 "2" "2014_S_204" "2014" "CA3861" "CA2712"
"KPM" 3 "3" "2014_S_205" "2014" "CA4101" "CA3076"
"KPM" 3 "3" "2014_S_206" "2014" "CA3869" "CA2727"
"KPM" 1 "2" "2014_S_207" "2014" "CA3075" "CA3663"
"KPM" 2 "2" "2014_S_208" "2014" "CA3010" "CA3607"
"KPM" 3 "3" "2014_S_209" "2014" "CA4008" "CA3623"
"KPM" 1 "2" "2014_S_210" "2014" "CA1047" "CA4122"
"KPM" 0 "2" "2014_S_211" "2014" "CA3077" "CA3697"
"KPM" 0 "2" "2014_S_212" "2014" "CA2714" "CA1089"
"KPM" 0 "3" "2014_S_213" "2014" "XX.XX|XX.XX" "CA3071"
"KPM" 2 "2" "2014_S_214" "2014" "CA3617" "CA2683"
"KPM" 0 "2" "2014_S_215" "2014" "XX.XX|XX.XX" "CA3708"
"KPM" 2 "3" "2014_S_216" "2014" "CA4010" "CA2657"
"KPM" 2 "2" "2014_S_217" "2014" "CA3500" "CA3450"
"KPM" 0 "3" "2014_S_218" "2014" "CA3792" "XX.XX|XX.XX"
"KPM" 2 "2" "2014_S_219" "2014" "CA3774" "CA3764"
"KPM" 3 "3" "2014_S_220" "2014" "CA3666" "CA3668"
"KPM" 0 "3" "2014_S_221" "2014" "CA3460" "CA1067"
"KPM" 0 "3" "2014_S_222" "2014" NA "CA3816"
"KPM" 3 "3" "2014_S_223" "2014" "WX.MX|LX.BX" "CA2688"
"KPM" 2 "3" "2014_S_224" "2014" "CA3077" "CA3697"
"KPM" 0 "2" "2014_S_225" "2014" "CA1630" "CA3424"
"KPM" 0 "2" "2014_S_226" "2014" NA "CA3754"
"KPM" 0 "2" "2014_S_227" "2014" "CA1047" "CA4122"
"KPM" 2 "2" "2014_S_301" "2014" "CA2782" "CA3814"
"KPM" 0 "3" "2015_CV_1" "2015" NA "CA3971"
